Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income,in_relationship,income_monthly,Kelas Penghasilan,Age
1959,Swasta,117162,Asosiasi vokasional,Menikah,Spesialis Profesional,Istri,1,Female,0,0,56,United-States,3.0,1,0,1,0,Low,65
1983,Pengusaha berbadan hukum,299813,SMP,Menikah,Sales,Istri,1,Female,0,0,70,Dominican-Republic,3.0,0,0,1,0,Low,41
1985,Sektor Pemerintah,352628,Asosiasi akademik,Menikah,Pekerjaan Kerajinan,Istri,1,Female,0,0,50,United-States,1.0,1,0,1,0,Low,39
1972,Swasta,163678,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,55,United-States,2.0,0,0,1,0,Low,52
1972,Pengusaha perorangan,195462,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,98,United-States,1.0,1,0,1,0,Low,52
1970,Swasta,146834,SMA,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,60,United-States,3.0,0,0,1,0,Low,54
1996,Swasta,48894,SMA Grad,Menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,2.0,0,0,1,0,Low,28
2001,Sektor Pemerintah,103588,Diploma,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,25,United-States,1.0,0,0,0,0,Low,23
2006,Swasta,187240,SMA,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,18,United-States,1.0,0,0,0,0,Low,18
1977,Swasta,22900,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,40,United-States,3.0,0,0,0,0,Low,47
1990,Swasta,234537,Asosiasi akademik,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,34
1984,Swasta,149466,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,2,Male,0,0,35,United-States,3.0,0,0,0,0,Low,40
1992,Swasta,116539,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,1887,55,United-States,2.0,1,0,1,0,Low,32
1992,Pengusaha berbadan hukum,78530,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,50,United-States,3.0,1,0,1,60096,Low,32
1984,Swasta,238329,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0.0,0,0,0,0,Low,40
1999,Swasta,98283,Sarjana,Belum-menikah,Spesialis Profesional,Punya Anak,3,Male,0,0,40,United-States,1.0,0,0,0,0,Low,25
1993,Swasta,211334,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,2407,0,65,United-States,0.0,0,0,1,9628,Low,31
1982,Swasta,384508,SMA,Belum-menikah,Sales,Belum Menikah,1,Male,1506,0,50,Mexico,1.0,0,0,0,6024,Low,42
1968,Sektor Pemerintah,143931,Sarjana,Duda/Janda,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,56
1997,Swasta,255582,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,27
1996,Swasta,166320,SMA Grad,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,28
1987,Sektor Pemerintah,98725,Sarjana,Belum-menikah,Dukungan Teknis,Punya Anak,1,Female,0,0,42,United-States,1.0,0,0,0,0,Low,37
1981,Pengusaha perorangan,193494,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,0.0,1,0,1,0,Low,43
2004,Swasta,169184,Diploma,Belum-menikah,Spesialis Profesional,Kerabat,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,20
1960,Swasta,114994,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,20,United-States,1.0,0,0,1,0,Low,64
1975,Swasta,194189,SMP,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,49
1971,Swasta,94081,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,44,United-States,2.0,1,0,1,0,Low,53
2006,Swasta,127388,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,18
1997,Swasta,333296,Sarjana,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0.0,0,0,0,0,Low,27
1992,Swasta,48520,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,32
1970,Swasta,21698,SMA,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,2.0,0,0,0,0,Low,54
1977,Swasta,359461,Sarjana,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,47
1964,Pengusaha perorangan,95445,Diploma,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,3137,0,46,United-States,1.0,0,0,1,12548,Low,60
2000,Swasta,399449,Sarjana,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,24
1990,Swasta,206297,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,48,United-States,2.0,1,0,1,0,Low,34
1974,Sektor Pemerintah,24647,Diploma,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,50
1998,Swasta,181920,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,0,45,United-States,0.0,1,0,1,0,Low,26
1965,Swasta,32954,Asosiasi vokasional,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,36,United-States,0.0,0,0,0,0,Low,59
1988,Swasta,124818,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,36
1988,Swasta,150601,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,1.0,0,0,1,0,Low,36
1982,Swasta,337629,SMA,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,0,60,United-States,3.0,1,0,1,0,Low,42
1992,Sektor Pemerintah,213389,Diploma,Belum-menikah,Layanan Perlindungan,Belum Menikah,1,Female,0,1726,38,United-States,2.0,0,0,0,0,Low,32
1984,Swasta,70539,Diploma,Menikah,Sales,Suami,1,Male,4386,0,50,United-States,0.0,0,0,1,17544,Low,40
1971,Sektor Pemerintah,124094,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,5013,0,35,United-States,3.0,0,0,1,20052,Low,53
1999,Swasta,210095,SD,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Female,0,0,25,El-Salvador,0.0,0,0,0,0,Low,25
1983,Sektor Pemerintah,235951,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,1.0,1,0,1,0,Low,41
1978,Swasta,144351,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,46
1994,Swasta,189759,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,30
1977,Swasta,139268,SMA Grad,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,47
2001,Swasta,218343,Asosiasi akademik,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,23
2000,Swasta,177287,Diploma,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Female,0,0,30,United-States,1.0,0,0,0,0,Low,24
2006,Swasta,214989,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,1,Female,0,1602,24,United-States,1.0,0,0,0,0,Low,18
1972,Swasta,29658,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,52
1978,Sektor Pemerintah,212120,Asosiasi vokasional,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,46
1961,Sektor Pemerintah,379940,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,63
1988,Swasta,182074,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,45,United-States,1.0,0,0,0,0,Low,36
1978,Swasta,106255,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,46
2005,Swasta,181546,Diploma,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,19
1973,Swasta,138847,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,51
1993,Swasta,120672,SMA,Cerai,Pengelola Kebersihan,Kerabat,2,Male,0,1721,40,United-States,3.0,0,0,0,0,Low,31
2001,Swasta,263899,SMA Grad,Belum-menikah,Spesialis Profesional,Punya Anak,2,Male,0,0,12,England,1.0,0,0,0,0,Low,23
1980,Swasta,206878,SMA Grad,Belum-menikah,Sales,Kerabat,1,Female,0,0,15,United-States,0.0,0,0,0,0,Low,44
1989,Swasta,65876,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,35
1989,Swasta,177121,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,35,United-States,1.0,0,0,0,0,Low,35
1990,Swasta,27380,Sarjana,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,50,United-States,1.0,1,0,1,0,Low,34
1977,Pengusaha berbadan hukum,332355,Magister,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,50,United-States,1.0,1,0,1,60096,Low,47
1966,Swasta,158611,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,3.0,0,0,1,0,Low,58
1974,Swasta,73493,Diploma,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,50
1993,Swasta,339482,SD,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,Mexico,3.0,0,0,1,0,Low,31
1998,Swasta,233777,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1.0,1,0,1,0,Low,26
1986,Swasta,48779,Diploma,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,38
1986,Swasta,179579,SMA Grad,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,38
2003,Swasta,273403,Asosiasi vokasional,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0.0,0,0,0,0,Low,21
1998,Swasta,44308,Sarjana,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,26
2006,Swasta,39529,SMA,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,32,United-States,1.0,0,0,0,0,Low,18
1995,Swasta,134890,Asosiasi vokasional,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,29
1996,Swasta,112403,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Belum Menikah,1,Male,2354,0,40,United-States,0.0,0,0,0,9416,Low,28
1986,Swasta,359001,Asosiasi vokasional,Menikah,Spesialis Profesional,Suami,1,Male,0,0,42,United-States,1.0,0,0,1,0,Low,38
1997,Swasta,292472,Diploma,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,3,Male,0,1876,45,Cambodia,0.0,0,0,0,0,Low,27
1979,Pengusaha berbadan hukum,40666,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,55,United-States,1.0,1,0,1,0,Low,45
1974,Swasta,104501,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,50
1966,Sektor Pemerintah,310085,SMA,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,58
1951,Sektor Pemerintah,127858,Diploma,Duda/Janda,Dukungan Teknis,Tidak dalam Keluarga,1,Female,3273,0,40,United-States,2.0,0,0,0,13092,Low,73
1989,Swasta,120074,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,0,0,30,United-States,0.0,0,0,1,0,Low,35
1994,Swasta,177596,Diploma,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,36,United-States,0.0,0,0,0,0,Low,30
1991,Swasta,287908,Diploma,Menikah,Transportasi dan Pengangkutan,Suami,2,Male,0,0,50,United-States,1.0,1,0,1,0,Low,33
1999,Swasta,212302,Diploma,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,25
2002,Swasta,189888,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,45,United-States,0.0,0,0,1,0,Low,22
1985,Swasta,187098,Proffesor,Menikah,Eksekutif Manager,Istri,1,Female,15024,0,47,United-States,0.0,1,0,1,60096,Low,39
1989,Swasta,30565,SMA Grad,Menikah,Layanan Lainnya,Istri,1,Female,0,0,40,United-States,1.0,1,0,1,0,Low,35
1977,Pengusaha berbadan hukum,483596,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,2885,0,32,United-States,0.0,0,0,1,11540,Low,47
1961,Pengusaha perorangan,27653,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,35,United-States,2.0,0,0,1,0,Low,63
2003,Sektor Pemerintah,218445,Diploma,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,Mexico,1.0,0,0,0,0,Low,21
1967,Sektor Pemerintah,198145,Magister,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,14,United-States,3.0,1,0,1,0,Low,57
1992,Pengusaha perorangan,70985,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,4064,0,40,United-States,1.0,0,0,1,16256,Low,32
1985,Swasta,160402,Diploma,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,38,United-States,3.0,0,0,0,0,Low,39
1971,Swasta,126977,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,35,United-States,2.0,0,0,0,0,Low,53
1994,Swasta,101283,Diploma,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,30
1985,Swasta,121468,Sarjana,Belum-menikah,Eksekutif Manager,Punya Anak,3,Female,0,0,35,United-States,1.0,0,0,0,0,Low,39
2001,Swasta,161708,Sarjana,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,30,United-States,1.0,0,0,0,0,Low,23
2005,Swasta,188669,Diploma,Belum-menikah,Sales,Punya Anak,1,Female,0,0,25,United-States,1.0,0,0,0,0,Low,19
1970,Swasta,95329,Diploma,Cerai,Spesialis Profesional,Punya Anak,1,Male,0,0,50,United-States,3.0,0,0,0,0,Low,54
1996,Swasta,167336,Diploma,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,10520,0,40,United-States,0.0,1,0,0,42080,Low,28
1979,Swasta,189802,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,45
2002,Swasta,162667,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,50,Portugal,1.0,0,0,0,0,Low,22
1965,Swasta,159724,Magister,Menikah,Sales,Suami,1,Male,7298,0,55,United-States,2.0,1,0,1,29192,Low,59
1997,Swasta,196044,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,2.0,0,0,1,0,Low,27
1961,Swasta,174018,Diploma,Menikah,Sales,Suami,2,Male,0,0,40,United-States,1.0,1,0,1,0,Low,63
1978,Swasta,146919,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,46
1980,Swasta,403782,Asosiasi vokasional,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,45,United-States,3.0,0,0,0,0,Low,44
1988,Swasta,268620,Diploma,Menikah,Eksekutif Manager,Istri,1,Female,0,0,33,United-States,2.0,0,0,1,0,Low,36
1981,Swasta,122473,SMP,Belum-menikah,Inspeksi dan Operasi Mesin,Belum Menikah,2,Female,0,625,40,United-States,0.0,0,0,0,0,Low,43
1998,Swasta,157617,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,Poland,1.0,0,0,1,0,Low,26
1966,Swasta,119558,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,3.0,1,0,1,0,Low,58
1988,Swasta,137527,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0.0,0,0,0,0,Low,36
1996,Swasta,150296,Asosiasi akademik,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,80,United-States,0.0,0,0,0,0,Low,28
1973,Swasta,355954,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,0.0,1,0,1,0,Low,51
1993,Swasta,163594,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0.0,0,0,0,0,Low,31
2003,Swasta,197747,Diploma,Belum-menikah,Sales,Punya Anak,1,Female,0,0,24,United-States,1.0,0,0,0,0,Low,21
1978,Pengusaha perorangan,102308,Sarjana,Menikah,Sales,Suami,1,Male,0,2415,40,United-States,1.0,1,0,1,0,Low,46
1989,Swasta,167062,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,35
1967,Swasta,36990,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,0,52,United-States,1.0,0,0,1,0,Low,57
1983,Swasta,239833,SMA Grad,Menikah,Transportasi dan Pengangkutan,Belum Menikah,2,Male,0,0,50,United-States,0.0,0,0,1,0,Low,41
2000,Swasta,122272,Sarjana,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,24
1996,Swasta,213152,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,28
1972,Sektor Pemerintah,231166,Asosiasi vokasional,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,52
1970,Swasta,53833,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1.0,1,0,1,0,Low,54
1972,Swasta,108211,SMP,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,52
1980,Pengusaha perorangan,277783,Magister,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Male,0,0,99,United-States,1.0,0,0,0,0,Low,44
1994,Swasta,123397,SMA Grad,Belum-menikah,Pengelola Kebersihan,Belum Menikah,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,30
1987,Sektor Pemerintah,334314,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,3.0,0,0,0,0,Low,37
1986,Swasta,35429,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,2042,40,United-States,1.0,0,0,1,0,Low,38
1993,Pengusaha perorangan,216283,Asosiasi akademik,Menikah,Layanan Lainnya,Istri,1,Female,0,0,35,United-States,0.0,1,0,1,0,Low,31
1966,Pengusaha perorangan,331474,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,20,United-States,2.0,1,0,1,0,Low,58
1985,Sektor Pemerintah,175232,Diploma,Menikah,Pengelola Kebersihan,Suami,1,Male,0,1977,60,United-States,1.0,1,0,1,0,Low,39
1987,Swasta,151835,Proffesor,Menikah,Sales,Suami,1,Male,0,0,45,United-States,3.0,1,0,1,0,Low,37
2001,Sektor Pemerintah,282579,Asosiasi vokasional,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Male,0,0,56,United-States,0.0,0,0,0,0,Low,23
1998,Swasta,239043,SMA,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,26
1981,Swasta,191814,Asosiasi akademik,Menikah,Sales,Suami,1,Male,7688,0,50,United-States,2.0,1,0,1,30752,Low,43
1991,Pengusaha perorangan,175502,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,3.0,0,0,1,0,Low,33
1988,Swasta,169469,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,7298,0,40,United-States,0.0,1,0,1,29192,Low,36
1978,Swasta,197332,Magister,Menikah,Spesialis Profesional,Suami,1,Male,7688,0,46,United-States,0.0,1,0,1,30752,Low,46
1979,Swasta,160724,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,3,Male,0,0,40,Vietnam,2.0,0,0,1,0,Low,45
1978,Sektor Pemerintah,165484,Asosiasi akademik,Menikah,Eksekutif Manager,Suami,1,Male,0,0,44,United-States,3.0,1,0,1,0,Low,46
1998,Swasta,200681,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,26
1993,Swasta,213750,Diploma,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0.0,0,0,0,0,Low,31
1980,Swasta,182616,Asosiasi vokasional,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,1.0,1,0,1,0,Low,44
1990,Swasta,434292,SMA Grad,Menikah,Layanan Lainnya,Suami,2,Male,0,0,30,United-States,2.0,0,0,1,0,Low,34
1983,Sektor Pemerintah,132551,Magister,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Female,0,0,35,United-States,3.0,0,0,0,0,Low,41
1998,Swasta,118497,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,2.0,0,0,1,0,Low,26
1981,Swasta,196545,Sarjana,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,1902,40,United-States,2.0,1,0,1,0,Low,43
1960,Pengusaha perorangan,36960,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,40,United-States,1.0,1,0,1,0,Low,64
2001,Swasta,245302,Diploma,Cerai,Sales,Punya Anak,2,Female,0,0,40,United-States,2.0,0,0,0,0,Low,23
1975,Swasta,543922,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,42,United-States,3.0,1,0,1,0,Low,49
2001,Swasta,96585,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0.0,0,0,0,0,Low,23
1993,Sektor Pemerintah,181824,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,1902,35,United-States,3.0,1,0,1,0,Low,31
1980,Sektor Pemerintah,151089,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,44
2006,Swasta,205894,SMA,Belum-menikah,Sales,Punya Anak,1,Male,0,0,15,United-States,1.0,0,0,0,0,Low,18
2002,Swasta,219941,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,2,Male,0,0,40,United-States,1.0,0,0,0,0,Low,22
1969,Swasta,256953,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Belum Menikah,2,Female,0,0,44,United-States,1.0,0,0,0,0,Low,55
2002,Swasta,162869,Diploma,Belum-menikah,Sales,Kerabat,1,Male,0,0,65,United-States,0.0,0,0,0,0,Low,22
1980,Swasta,313022,Asosiasi vokasional,Menikah,Eksekutif Manager,Suami,2,Male,0,0,40,United-States,1.0,1,0,1,0,Low,44
1968,Pengusaha perorangan,157486,SMA,Cerai,Sales,Punya Anak,1,Male,0,0,40,United-States,2.0,0,0,0,0,Low,56
1958,Swasta,340734,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,66
1999,Swasta,282063,SMP,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,Mexico,2.0,0,0,1,0,Low,25
1986,Sektor Pemerintah,72338,SMA Grad,Menikah,Layanan Perlindungan,Suami,3,Male,0,0,54,United-States,3.0,1,0,1,0,Low,38
1968,Swasta,204816,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2.0,1,0,1,0,Low,56
2006,Swasta,761006,SMA,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,20,United-States,1.0,0,0,0,0,Low,18
2002,Swasta,305466,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,22
1966,Swasta,205410,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,58
1965,Swasta,175689,Diploma,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,14,Cuba,0.0,1,0,1,0,Low,59
1984,Swasta,140559,SMA Grad,Menikah,Pembantu Rumah Tangga,Istri,1,Female,0,0,45,United-States,1.0,0,0,1,0,Low,40
2006,Swasta,437851,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,18
1995,Swasta,82393,SMA Grad,Menikah,Layanan Lainnya,Punya Anak,3,Male,0,0,25,Philippines,3.0,0,0,1,0,Low,29
1989,Swasta,193106,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,32,United-States,1.0,0,0,0,0,Low,35
1975,Pengusaha berbadan hukum,125892,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,2.0,1,0,1,0,Low,49
1998,Sektor Pemerintah,287233,Sarjana,Menikah,Spesialis Profesional,Istri,2,Female,0,0,40,United-States,2.0,1,0,1,0,Low,26
1994,Swasta,30290,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,30
1987,Swasta,260093,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,37
1987,Swasta,120590,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,0.0,1,0,1,0,Low,37
1994,Swasta,196385,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,2.0,1,0,1,0,Low,30
1967,Swasta,71367,SMA Grad,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,2.0,0,0,0,0,Low,57
1988,Swasta,175759,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,7298,0,50,United-States,1.0,1,0,1,29192,Low,36
1982,Swasta,154374,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,2415,60,United-States,3.0,1,0,1,0,Low,42
1987,Swasta,105803,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,3103,0,45,United-States,3.0,1,0,1,12412,Low,37
1994,Sektor Pemerintah,111883,Diploma,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,30
